TweetID	Label
650555810343317504	1
650689683861540864	1
650737861789138944	0
650742134979432448	1
650788867969171456	0
650792042902196224	0
654154142978433025	0
654163180562812928	0
654171739451207680	1
654174100240273408	0
654180259437244416	0
654269402075013125	0
654294602669772800	1
654295200802729985	0
654310351786389504	0
654322316172726272	0
654325089001951232	0
654342291310579714	0
654349093167329281	1
654355948975230977	0
654357894226284544	1
654377149856530433	0
654392985514287104	0
654394214223097857	0
654446901157195776	1
654454364749303809	0
654459088076587008	1
654479657522302976	1
654500197297340416	1
657785071319932928	1
657812167090003968	1
657825306183528448	1
657885823443075072	0
657885928942358528	0
657935053683564544	1
657940758272479233	1
657953644764073986	0
657964680162451457	1
658010036808060928	1
658048823592374272	1
658112243666722816	0
655973287751581696	0
656027800965505024	0
656036855679492096	0
656075880788131840	0
656111810341392384	0
656113152346554368	0
656113256340197376	0
656114530590814208	0
656130956395343872	1
656150669414551553	1
656162165183946753	1
656176746446913536	0
656205243919814656	1
656214993034194948	0
656223806961266689	0
656228372142534656	0
656239715776143360	0
656252352945631232	0
656254628342796288	1
656284457213800448	1
656311017253634051	0
656318773117497345	0
654871413556453376	1
654872294632787968	1
654874401888796673	1
654918192121446400	1
654957513301958656	0
654960209316728833	0
654983493164867584	0
654986252354220032	1
654987686755901440	0
654991127100022788	0
655006047321636864	0
655010167570960385	0
655021005585252353	0
655024942795345920	1
655028709800284160	0
655036734976192513	0
655042749805252608	0
655057524702363648	1
655060850533888000	1
655065997968171008	0
651285134277218304	0
651324376818786305	0
651335359612108800	0
651372087001653248	1
651375631297478656	0
651378477266894848	1
651389817285120000	0
651401448090038272	1
651402602647814144	0
651404227466559488	1
651416901436858368	0
651420160369238017	0
651425744564817920	0
651434056790450176	0
651436519987781633	0
651445936074457092	0
651457615470415872	1
651462225698230272	0
651477025086152704	0
651477955621748736	1
651479840554643456	1
651492430190092288	1
651495599485906944	1
651497794620919808	0
651499882339921920	1
651511021564096513	0
651513198575751168	0
651517636166217728	0
651517816227631104	0
651521176435617792	1
651528022164566016	0
651532744913199104	0
651536826440617984	0
651539095601180672	1
651544644614918144	0
651544661098532864	0
651552094432858112	0
652385339370274816	0
652415096539492353	0
652423773749157888	1
652462149852200960	0
652472261530681344	0
652482872759205888	0
652491425985228801	0
652492802048135169	1
652493318530703360	1
652493762556329984	0
652496663437791232	0
652530247120850944	0
652536480808566784	1
652550342232576000	1
652560052004372480	0
652563948252844032	0
652584489462431745	0
652607061595820032	0
652616236359028736	0
652641658148925440	1
652650522978070528	0
652651085958479873	1
652672760196501504	0
652674036904816640	1
652680717130973185	1
659661267741892609	0
659673258132905984	0
659684742745464832	0
659687152524001280	0
659694141207654400	0
659696296752775168	0
659716845872762880	0
659717532702613504	0
659726081818251264	0
659751971579019264	0
659762687086342148	0
659765479100145665	0
659769736431927296	0
659769975297564672	0
659770185801445376	0
659782313102868480	0
659786217744146438	0
659787935840116737	1
659792466137260032	0
659793452809388032	0
659806587519934465	0
659806845385768962	0
659807080547643392	0
659818156911824896	0
659825232375586817	0
659828062251560960	0
659833734640902144	0
659902762063257600	0
659938523663998976	1
659938938652631040	1
658606878650449920	0
658649884178837505	0
658656303619973120	0
658688558673211392	0
658690956368191488	1
658693591833800704	0
658714851842371589	1
658722329313345536	1
658740534559637505	1
658773488983928837	0
658773489390780416	0
658774856163553281	0
658775107813449732	1
658792171080806400	0
658811557955149824	1
658821010754400257	0
658827659707863040	1
658829089189572608	0
658842895802347520	0
658843306122719232	0
658853991233777664	0
660025252542451713	0
660053331465867265	1
660060845469110273	0
660065456489955328	0
660086320266653696	0
660104148579278848	1
660115224989683713	0
660135443032354816	1
660146397899976704	1
660162399815733248	1
660184770811437056	0
660188717466918912	0
660189309979516928	0
660190999038337028	0
660214961545678848	0
660254365966430208	0
660274103828537344	1
660294355832279040	0
656329769777274880	1
656390336923594752	0
656414862147497984	0
656443825074937856	0
656457423121719296	0
656462743902560256	0
656483589035577344	1
656515422133424128	0
656526002969931776	1
656568182937776132	0
656580086070538240	0
656639021217677312	1
652714721284485120	0
652715164656013314	1
652718539183419392	1
652847585556832256	0
652856751050653696	1
652858105978490880	0
652860917621899265	1
652880931682938880	0
652894631873482752	0
652918318282768384	0
652936532085575680	1
652949487669764096	0
652954315577888768	0
652976221882482688	0
653008455444238337	0
653022679444885508	1
653041673770004480	0
653048580513615872	1
657058501911556096	0
657098695150735360	1
657119688971841536	0
657162490565009408	0
657215739741364224	0
657215859795054593	0
657259534696628224	0
657272069697081344	0
657311955514822656	0
657316980844687360	1
657319274910982144	1
657324427957424128	1
657339436108283905	0
657346636671152129	0
657356958966677504	0
657357965457014784	0
657385456783486976	1
657403088941113344	0
657043526576836610	0
653446866827276288	0
653459437919690752	0
653471707332771840	0
653503401301401600	0
653510956304236544	0
653568269580926976	0
653588412977451008	0
653591829456228354	1
653592988833067008	0
653596230015131648	0
653616346861826048	0
653645821884305408	1
653655785445195776	1
653675482886488064	0
653681280740118528	1
653684984599982080	1
653694708485619712	1
653708678713872384	1
653709062664654848	1
653716099276664832	1
653718632774664192	1
653724336025571329	1
653759013721636864	1
653769011411353600	0
653771414328119296	1
649850326690848768	1
649855054866972672	0
649911717124829184	0
649918157428269056	0
649940366590767104	0
649971182481965056	0
649978595276886016	0
649988499769327616	0
650000061322141697	0
650002634342928384	1
650008887115055104	0
650011082585731072	0
650016047232352256	0
650017919666122752	1
650024885327147008	1
650031569076252673	0
650063161391886336	1
650063836905607168	0
650073832368173056	1
650080357266624512	0
650097587614298112	1
650117679324471296	1
650129596629708800	1
653058197926744064	0
653075152507437056	0
653090410986885120	0
653133584392261633	0
653134083858415616	0
653134084504317952	0
653134097846435840	0
653142833226846208	0
653143848676257793	1
653200671869550592	0
653219625421963266	0
653332134136934400	0
653360288704692224	0
653391293402341377	1
653393285482844160	0
653408238843527168	0
649482889629966336	1
649552446063280128	1
649562345983901696	0
649582355175342080	0
649605469888192513	0
649613767152537600	0
649623509426016256	1
649654295927762945	0
649669593997312000	1
649679350422376448	0
649742251665453056	1
656777025273864192	0
656788286703345664	0
660322960842985472	0
660326173986033664	1
660327368637202432	1
660332189058379776	0
660369036883001344	1
660404874652225536	0
660406519247179776	1
660475321356001280	0
660538877032144900	1
660541455757238272	0
660558860244119552	0
660574517589315585	0
650174335064260608	1
650368318076026881	0
650369314843856896	1
650399392814362625	1
650446714504024065	1
650457041002102784	1
650503886491418624	0
650513587748892672	0
653806913390542848	1
653809509576613888	1
653842247151144960	0
653848994897088512	0
653851436762042370	0
657491796033802241	0
657510799343288320	0
657513631958048768	0
657522959511330816	0
657525942315696128	0
657541365878886400	0
657591026404622336	0
657599707594620928	0
657599830479400960	0
657611702217920512	1
