343142864148103168	one
350826068942389249	one
341063958020620290	one
353738200671453185	one
342497737536831489	one
350019654330220549	one
351010646181150722	one
329187490835595266	one
351019965953998852	one
340555947388829698	one
349235989996240897	one
332926605456441346	one
343745456532226051	one
342410826168270853	one
353197768585641989	one
671547903131779078	four
672640899210280972	four
476300964593295361	one
291641198639185920	four
556865389171597312	four
517809799812349952	one
364711731211145217	four
344175060950585344	one
344865863490473984	one
529688700058210304	four
535103048142843905	four
296109205767720960	four
364747262808690688	four
319530993767817216	four
533393117811343360	one
516663081946984448	four
535455487949811712	one
526586865772544000	one
493050932758728705	one
340544953086246912	one
351245737268477952	one
341735297098317824	one
336966520821383168	one
341966182728990720	one
339905411786342400	one
341777196383338496	one
351374412475400192	one
341217943994105856	one
349960076120948736	one
459850392512122880	one
540885430166511616	four
564458564329037824	four
328394012924968961	one
327621338644742145	one
537280080360112129	one
351272160846807041	one
346087614287314945	one
440310112100417537	one
349300049035001857	one
349142440512454657	one
340862628597465089	one
453645848518197249	one
455475482780135424	one
681270690218029056	four
645090230253432832	four
629911768047857664	four
516039031331622912	four
352589115394490370	one
343532517573394434	one
344675450649444354	one
348192263018512386	one
514492031331495936	one
539791516852420610	one
5632295101	four
290610557751525378	four
4326293707	four
526466631833497600	four
342607933672148992	one
343470947220738048	one
541438196190433280	one
534300509369163776	one
474310640430239744	one
540284561759166464	one
447473169411366912	one
530848804359397376	one
454040275472900096	one
448073446254469120	one
466880021551144960	one
527700198865526784	one
541926602649919488	one
524569576399724544	one
487509006106517504	one
538895747207266304	one
342077784174260224	one
496751337603072000	one
441154360345886720	four
679931550801244160	four
673140463403184128	four
421372204836978688	four
541310493722673152	four
643857019762552832	four
514290280041046017	one
529363599702384641	one
491644363747758080	one
536700239617744897	one
523987163973971968	one
535505404814712833	one
5069209913	four
526408950003298304	four
537675766142885889	four
290705290029047809	four
533202694832267264	one
289299160019116032	four
541119766938025984	one
518138367561965568	four
349213966473510912	one
535246335155650561	four
534386705374396416	one
508060793527877632	one
551527808808144897	four
333854639332151296	one
393894068767313920	four
419303771055718401	four
544242358091407360	four
555811011416973312	four
347920691443662848	one
514869295697100800	one
541079256311529472	one
515585425654575104	four
348770386193813504	one
329481198441205760	one
398767039604879360	four
544967562904481792	four
537547144131923969	one
532236860844933120	one
540642480673521664	one
467040003139567616	one
450331105036861440	one
535100805838536704	one
424490291627032576	one
538486641435082752	one
541480755210485760	one
440311659836735488	one
446953661403758592	one
399745243719159808	four
669943644447723520	four
347846697117966336	one
675759371750625280	four
647456971252191232	four
515928828817178625	one
485227296899727361	one
544451370817159169	four
342116842866896896	one
332664920418185216	one
341791695723196416	one
340555656748756992	one
332656302432088064	one
332977955754110976	one
342992806949842944	one
342259185867714560	one
340460706967220224	one
461483770374156288	one
351604273773150208	one
459843922123317248	one
517832856819625984	one
379401134546616320	four
646116757577551873	four
351787978009481216	one
446734798191853570	one
527928131534192642	four
340316504648216577	one
340228356618481665	one
340702799375527937	one
342362824636526593	one
345214355698249729	one
388398864585093121	one
484006756444434433	one
340233334351360001	one
333488694608687105	one
341700429681422337	one
340398510069411842	one
545281690935914498	four
372555978669301760	four
330077223061172224	one
349178230407852035	one
488439917802844163	one
344179627813650432	one
