530556206889586688	2331028250	0
527599817938444289	22438303	0
540083949846806531	977910404	0
468470316898217985	431028143	0
450535410327113728	918666841	0
534332868751671296	563628363	0
480706802737094657	281238938	0
536072080090218496	2798017639	0
537425582489735168	195373896	0
486918861434789888	2447974878	0
527276730223185920	144263168	0
374523143194701824	740583878	0
374523093949362176	740583878	0
504994019123163136	372478918	0
513895937610383361	283080445	0
465992723326308352	2326547274	0
530395747360210944	467334217	0
496812803203022848	2317832113	0
510556984005767170	22091433	0
531942663520788480	429537796	0
539876616361738241	55870891	0
514974081180266496	267361671	0
535486959570132992	842358258	0
530840380976402432	30026949	0
538760308354207745	415295552	0
505363512735305728	872657730	0
484423811186429953	805612980	0
534540049233494016	2753714825	0
485856635651227648	380727227	0
541405240952516608	237046352	0
518487724857491456	2206256317	0
535083018508320769	419915772	0
497932382771879938	56933470	0
499500452484886529	2502942848	0
462665253520539648	1102860272	0
456120794808999937	594107691	0
517839791896137728	71929865	0
530878523444310017	248841973	0
540557545732337664	74072255	0
449669867764219904	1594346707	0
493082244752613377	245944571	0
492248798521851904	461970516	0
482455935147724800	1240620523	0
458564363935571968	337107463	0
519999944984657920	14691557	0
494143825720246272	228544030	0
536152481374683137	251876660	0
503036727376617472	25307182	0
530300758722621440	714901117	0
504145306829996032	1129804075	0
484419271187910656	2421156720	0
501480463723413504	1342114543	0
495623048155111424	1598585736	0
481461471918817280	1102860272	0
501887661926514688	1075207201	0
495220876036804608	1289503434	0
537084441181433856	597840963	0
506711510291607552	34010016	0
482214335331438592	517535028	0
527032174575648768	214998052	0
529451345133060097	204864848	0
539283082747318273	2683585550	0
535479374544654337	595507616	0
526983637590220800	1240909002	0
465874381865246721	1636440883	0
495301088288194561	89686890	0
533694084360470528	23587280	0
528572769449955328	405209598	1
541694313592537088	25878494	0
536825909878071296	483479513	0
541969658367070209	2242054417	0
512756651175067648	1599155672	0
537743631747391489	224071039	0
536298157802786818	84407727	0
535651110707404800	18484913	0
523142457958338561	988265948	0
540964651362975744	550537220	0
530401481267367936	726182251	0
524228686846124032	20276117	0
491591020975386626	84350846	0
524690607256530944	37672612	0
505196448015581185	2456951756	1
534736301762039808	919882195	0
527667782130094082	545443923	0
541175294166827008	2377159136	0
517338949010726912	183010448	0
539085598985031680	2244505049	0
537853982207520769	526694588	0
541813639737774081	44191819	0
485877560413134848	2484689840	0
487680031452577792	262493799	0
523549603443269632	2499347767	0
540666081481072640	216510472	0
489846159704215552	2502942848	0
514663348923682816	2715800606	0
539497566464143361	2890808138	0
527269532386488321	411456999	1
504845904374153216	36809571	0
519515071081631744	2695821180	0
484388488830144512	28208613	0
534077956855828480	132654574	0
541766104507752449	58669781	0
506447726356484096	594078260	0
511205636697505792	157067455	0
381037846947065856	315245338	0
491440697585594369	950979662	0
501476079996239872	1617033277	0
514696601873297410	2502942848	0
537637210120785920	202094608	0
508983515179147264	2611094983	0
540697472482676736	101641019	0
451851164368519170	21539881	0
539154385318973440	555986768	0
502981573583859713	607738907	0
518712200043565057	869553656	0
531120673716842496	18334840	0
532712479089250304	1101723313	0
483425445632028673	1138405094	0
533076133219418112	2784499703	0
527107058693197824	122540886	0
536198726495137792	2872330448	0
491376378731053057	2333995552	0
496690010956242944	177212286	0
530211267244351488	132482012	0
489574197417373696	1881057109	0
534406990534307840	1195739030	0
539794404140400640	2325032117	0
517832856819625984	17955488	0
524639781754380288	1594346707	0
519526490426601472	80135363	0
474605738648956928	1611127344	0
539318967169720320	50363153	0
527224576250769408	351909538	0
526289586171817985	2502942848	0
518170543288487936	14371349	0
535324114857115650	29927208	1
533660232577077248	218187866	0
531007049615040514	14142371	0
492534792101961728	319276964	0
532305524537458688	83894474	0
526939949648465920	272256394	0
499054358625927168	330822530	0
511526153476390912	355674498	0
497309226411520000	2336745365	0
540964938349817856	2669908406	0
486868108905553920	54771130	0
534666565564637184	148312148	0
381732578308677632	633115903	0
483657886677991425	326940803	0
539759662246023169	2870919949	0
540778712334336000	562612010	0
526729942835662848	47706812	0
541999772500905985	1865959807	1
408435292975423488	911938722	0
534596639017926656	368423367	0
474073923865554945	1332980455	0
531111790898196480	575163623	0
509491276757348352	86807217	0
532346558130700288	700205518	0
528326755375796224	593588360	0
514872587193577473	375720401	0
541223201846489088	1569649556	0
537440001555169280	1471263482	0
538355163845521408	2614437908	0
